date,aqi_index,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,humidity,pressure,wind_speed
2024-12-07,179.94627239199156,2578.497083333333,22.905416666666667,67.11791666666666,54.15875,28.709999999999997,111.56124999999999,157.61625,30.98375,21.9,14.0,1014.8,10.5
2024-12-08,144.20248881431766,878.1358333333333,1.62875,27.18958333333333,83.23708333333333,20.340416666666666,37.67375,76.38625,12.500416666666666,20.4,25.0,1016.9,7.4
2024-12-09,232.23521021021023,3790.695833333333,31.163750000000004,107.47458333333333,39.07875,52.034166666666664,182.01916666666668,268.01708333333335,47.55041666666667,20.4,27.0,1017.1,6.7
2024-12-10,212.8600975975976,3338.138333333334,23.476249999999997,93.00791666666667,52.70791666666667,57.76625000000001,162.46791666666667,235.97,40.709583333333335,20.2,32.0,1016.8,6.3
2024-12-11,215.77402402402402,3081.9570833333332,19.131249999999998,84.39666666666666,55.90291666666667,51.6775,165.40833333333333,236.18125,37.10125,19.4,27.0,1017.7,8.5
2024-12-12,165.69806375131716,1542.6479166666668,5.1345833333333335,43.404583333333335,79.05791666666667,31.610416666666666,83.96625,134.38541666666666,21.575,19.3,27.0,1018.7,13.8
2024-12-13,211.95711275026343,943.2229166666666,1.0504166666666668,23.673333333333332,115.60333333333334,28.142916666666665,79.09583333333333,136.63750000000002,11.067916666666667,19.7,26.0,1017.9,11.3
2024-12-14,221.69020021074817,1129.0320833333333,0.735,27.231666666666666,124.93333333333334,32.107083333333335,104.28375,163.02458333333334,12.92,19.4,29.0,1018.0,7.3
2024-12-15,240.86715465465468,3075.8387500000003,15.985833333333334,80.46249999999999,69.1775,33.21958333333333,190.72958333333335,247.42208333333335,35.85,20.5,32.0,1016.7,6.3
2024-12-16,304.3,4194.577916666666,35.09166666666666,102.84708333333333,57.19,51.14041666666666,253.83,341.35249999999996,47.94,20.2,35.0,1015.9,6.7
2024-12-17,246.14542042042044,3293.6341666666667,18.44458333333333,93.30666666666667,60.859166666666674,43.95875,196.05583333333334,281.9370833333333,38.77375,20.7,27.0,1014.6,7.5
2024-12-18,181.9961143308746,2174.3370833333333,6.884166666666666,67.94541666666667,62.025416666666665,34.77916666666667,115.53125,169.78541666666666,26.513333333333332,19.8,35.0,1014.6,7.4
2024-12-19,191.0749692658939,2151.8070833333336,6.796666666666667,58.899166666666666,73.21041666666666,30.000416666666666,133.11458333333334,183.97333333333333,27.2375,19.3,32.0,1016.2,10.2
2024-12-20,500.0,1648.6245833333332,2.3266666666666667,43.97625,99.03333333333335,35.26625,119.12124999999999,154.66666666666666,20.4475,18.5,30.0,1015.2,10.2
2024-12-21,197.7121021775544,1345.4358333333332,1.1954166666666668,32.20125,104.07083333333333,26.574166666666667,99.14458333333333,130.38541666666666,16.604166666666668,19.3,47.0,1013.5,6.6
2024-12-22,187.39545135230065,2042.9083333333335,4.125,57.00333333333333,75.205,19.572916666666668,125.98833333333334,164.42666666666665,20.6825,19.1,51.0,1015.3,7.1
2024-12-23,258.3474099099099,3273.883333333333,18.0575,89.36625,67.01208333333334,39.70708333333334,208.36875,279.77916666666664,35.36333333333334,19.1,39.0,1018.1,10.2
2024-12-24,206.64068756585883,1283.6854166666667,1.4370833333333335,29.667083333333334,110.50708333333334,24.974166666666665,115.77,145.13,15.117916666666666,18.7,40.0,1019.3,11.6
2024-12-25,219.26301369863015,1207.4708333333333,0.9566666666666667,25.554166666666664,122.60666666666667,25.878333333333334,121.18041666666666,151.98708333333335,12.563749999999999,18.8,38.0,1020.0,10.7
2024-12-26,204.86854583772393,1374.6420833333334,1.3308333333333333,32.202083333333334,108.80833333333334,28.392083333333332,116.20791666666666,146.40916666666666,16.02875,18.8,34.0,1019.8,6.3
2024-12-27,277.72417417417415,4292.487916666667,34.52708333333333,117.24875000000002,47.74541666666667,47.27708333333334,227.92166666666665,289.2316666666666,47.81375,18.7,37.0,1019.8,6.8
2024-12-28,196.6877239199157,2642.75,11.553749999999999,73.05041666666666,55.747083333333336,29.990416666666665,143.98499999999999,193.83666666666667,30.250833333333333,19.2,29.0,1020.3,9.2
2024-12-29,175.74482788900596,1718.9991666666667,6.361666666666667,44.355,87.28416666666668,31.282083333333333,103.42416666666666,162.6,21.885416666666668,19.6,35.0,1019.1,7.5
2024-12-30,500.0,2953.4491666666668,12.034999999999998,87.02375,69.44625,49.35208333333333,175.56625,254.99708333333334,35.78208333333333,20.0,35.0,1018.7,6.5
2024-12-31,278.9703453453453,4122.256666666667,31.949583333333333,112.17083333333333,44.364583333333336,59.01791666666667,229.17916666666667,309.55583333333334,48.490833333333335,20.4,36.0,1017.2,8.2
2025-01-01,208.98986486486487,2157.92625,3.06375,63.41791666666666,77.44041666666666,45.83625,158.5625,236.31083333333333,26.112083333333334,19.9,47.0,1016.7,6.4
2025-01-02,408.4200466977985,5196.4920833333335,28.882500000000004,148.03,39.16416666666667,51.85541666666666,361.73499999999996,461.1820833333333,49.11208333333334,20.4,59.0,1016.2,7.0
2025-01-03,258.9960960960961,2381.2854166666666,9.581249999999999,57.32791666666666,111.06208333333335,27.368750000000002,209.02333333333334,270.53208333333333,21.24083333333333,19.9,49.0,1015.1,9.0
2025-01-04,131.43827470686767,1064.6395833333333,1.6675000000000002,30.1925,76.79916666666666,12.680833333333332,47.86166666666667,69.97583333333334,11.435,17.8,46.0,1016.6,6.9
2025-01-05,191.5964655778012,2547.342916666667,11.029166666666667,70.44458333333334,56.68833333333333,31.351249999999997,134.12458333333333,176.0716666666667,29.124166666666667,18.5,34.0,1018.9,7.2
2025-01-06,183.88653846153846,2293.1091666666666,10.774583333333332,58.89958333333333,76.00333333333333,32.99,119.1925,161.56958333333333,30.451666666666668,18.8,25.0,1019.0,6.8
2025-01-07,193.30402177730946,2778.767916666666,13.371666666666668,76.47791666666667,56.435833333333335,38.50541666666667,137.43166666666667,191.43916666666667,35.92958333333333,17.9,46.0,1016.1,6.4
2025-01-08,323.11726726726727,4221.281666666667,19.98125,119.15375,72.85083333333334,51.290416666666665,272.8183333333333,338.75166666666667,43.43416666666667,18.8,44.0,1014.9,5.6
2025-01-09,387.3809684684685,5246.00375,32.47541666666667,137.60583333333332,55.17083333333333,58.41291666666667,337.66625,439.82874999999996,46.80708333333334,20.1,39.0,1015.9,7.3
2025-01-10,287.31655405405405,3506.978333333333,9.417083333333332,92.45791666666666,71.71958333333333,41.435833333333335,237.60125000000002,299.95416666666665,39.645,19.9,45.0,1017.0,5.9
2025-01-11,256.43066816816815,3196.00125,14.2175,86.35291666666666,60.206250000000004,34.02333333333333,206.43458333333334,278.85541666666666,34.10125,19.9,32.0,1019.2,10.1
2025-01-12,194.46287688442214,1779.0791666666667,6.628333333333334,42.85458333333333,102.75125000000001,34.57041666666667,132.82083333333333,181.00041666666667,20.194166666666664,18.4,46.0,1019.2,12.2
2025-01-13,500.0,1194.1204166666666,1.0295833333333333,26.310833333333335,107.16875,25.659166666666668,117.34583333333335,154.74416666666667,12.809583333333334,18.6,51.0,1018.3,7.6
2025-01-14,198.69927116262733,2241.3733333333334,4.835416666666666,64.26208333333334,72.14125,33.56666666666667,147.88083333333333,201.4625,26.892500000000002,19.6,52.0,1019.1,7.3
2025-01-15,233.10274024024025,2863.882916666667,15.402916666666668,70.99333333333333,57.23458333333334,25.605833333333333,182.89458333333334,242.95666666666668,29.038749999999997,18.7,55.0,1020.3,6.3
2025-01-16,331.3057432432433,3727.8345833333333,12.574583333333335,107.21625,73.12708333333333,43.91916666666666,281.08125,359.8575,38.040416666666665,19.5,37.0,1018.3,12.7
2025-01-17,192.49918341708542,1266.7175,1.9479166666666667,30.966250000000002,101.95375,27.32375,99.47125,151.5375,14.811666666666666,19.6,36.0,1015.5,10.8
2025-01-18,196.38655778894474,1253.9229166666667,0.9966666666666666,31.690833333333334,103.53250000000001,28.1525,106.2975,152.31041666666667,13.800833333333335,20.1,33.0,1015.9,7.6
2025-01-19,210.92229729729732,2195.2000000000003,4.88,63.07708333333333,83.84166666666667,31.629583333333333,160.51250000000002,211.17291666666665,22.93166666666667,20.4,40.0,1015.7,7.8
2025-01-20,340.8493993993994,4159.5304166666665,20.715,106.73166666666667,61.45791666666667,38.6825,290.71166666666664,355.5520833333333,42.19375,19.9,57.0,1014.7,7.7
2025-01-21,344.71261261261265,3491.400833333333,9.700833333333334,92.62208333333332,109.48666666666666,31.709166666666665,294.61,349.3475,32.74583333333333,20.5,57.0,1014.9,7.6
2025-01-22,181.27453898840886,2285.877916666667,10.144166666666667,65.53208333333333,56.990833333333335,18.54,114.13375,150.81208333333333,21.1525,20.5,29.0,1017.3,9.4
2025-01-23,171.6808570425009,1992.7025,7.627083333333334,54.307916666666664,68.2075,27.299166666666665,95.55333333333334,129.82958333333332,26.762083333333333,20.4,27.0,1016.9,11.0
2025-01-24,300.0,1946.5283333333334,5.485416666666667,53.3225,81.1525,32.251666666666665,85.51916666666666,118.89125,26.778750000000002,20.3,28.0,1016.1,7.9
2025-01-25,221.17079579579578,3670.53375,28.5675,88.86666666666667,53.514166666666675,31.62,170.85416666666666,223.20000000000002,40.05166666666667,19.6,50.0,1014.7,7.0
2025-01-26,260.1266516516516,3222.147916666667,8.404166666666667,91.70875000000001,94.15666666666668,26.633750000000003,210.16416666666666,268.4108333333333,30.92125,19.9,66.0,1012.7,6.3
2025-01-27,366.42935435435436,4789.830416666667,31.346666666666664,121.66791666666667,70.90416666666665,30.959166666666665,316.52416666666664,392.87875,36.02458333333333,20.4,75.0,1012.1,6.9
2025-01-28,193.3367228661749,2223.8491666666664,15.282916666666667,61.83708333333333,55.385416666666664,19.857916666666668,137.495,197.30416666666667,18.558333333333334,21.6,77.0,1012.8,8.8
2025-01-29,152.37796364594308,929.31625,4.4991666666666665,26.69666666666667,68.95541666666666,8.215416666666668,58.168749999999996,125.2725,8.040833333333333,21.1,44.0,1012.6,9.3
2025-01-30,172.5168861959958,1680.6116666666667,14.203333333333333,40.46375,86.62458333333332,20.668333333333333,97.1725,162.91541666666666,17.8175,19.1,33.0,1011.9,10.1
2025-01-31,148.51602348993288,705.9558333333333,2.1454166666666667,21.998333333333335,84.54875,18.0825,32.3525,75.59375,8.85125,18.8,39.0,1014.3,7.9
2025-02-01,300.0,2331.772916666667,11.777916666666664,72.28750000000001,75.17625,35.72291666666667,130.35416666666666,193.60958333333335,29.617083333333337,21.2,27.0,1015.1,9.7
2025-02-02,183.21934673366835,1443.0683333333334,3.519166666666667,38.05708333333333,98.185,27.884583333333335,83.01041666666667,124.49708333333332,21.271666666666665,20.7,40.0,1014.6,9.0
2025-02-03,208.319375658588,1275.2025,4.510416666666667,32.31583333333334,112.11625,20.779166666666665,78.72958333333334,115.69875,16.688333333333333,20.7,49.0,1016.0,10.1
2025-02-04,173.09001256281408,917.7720833333333,2.0458333333333334,29.78125,94.07125,9.435833333333333,36.96,71.21625,11.671666666666667,19.9,42.0,1016.6,8.0
2025-02-05,272.5557432432432,4132.270833333333,31.703333333333333,118.51249999999999,49.32958333333334,39.760416666666664,222.70624999999998,290.7083333333333,49.13791666666666,21.5,23.0,1016.9,9.7
2025-02-06,176.66368545837724,2087.8329166666667,11.755833333333333,60.64125000000001,82.28291666666667,47.0275,105.20375,169.13875,30.304583333333337,22.9,19.0,1016.5,10.1
2025-02-07,500.0,1619.975416666667,2.5091666666666668,50.62416666666667,94.5025,38.861666666666665,91.24791666666665,154.88541666666666,24.202916666666667,21.7,31.0,1014.7,8.2
2025-02-08,248.62661411411412,2809.365,5.252916666666667,90.80125,83.04,31.40125,198.55958333333334,270.77625,32.37291666666667,21.3,46.0,1013.6,7.5
2025-02-09,267.4579204204204,2890.8641666666667,11.140833333333333,86.01666666666667,116.88541666666667,22.292916666666667,217.56208333333333,262.1479166666667,27.336249999999996,21.8,74.0,1014.3,9.5
2025-02-10,202.08623551106427,970.6216666666668,2.7670833333333333,25.839583333333334,106.14125,8.200416666666667,89.12,116.30291666666666,7.567083333333333,22.9,75.0,1014.7,9.7
2025-02-11,148.42206867671692,1000.94125,1.6762499999999998,33.2975,65.44583333333334,9.372083333333334,54.759166666666665,105.16250000000001,8.464166666666666,23.5,52.0,1016.3,6.8
2025-02-12,410.21919613075386,5486.32875,28.326666666666668,158.8825,73.5525,36.388333333333335,364.4591666666667,471.02583333333337,48.98041666666666,23.0,54.0,1015.9,7.5
2025-02-13,340.9848348348348,3709.752916666667,21.60083333333333,93.59041666666667,136.11125,37.087916666666665,290.8483333333333,379.41166666666663,34.783750000000005,24.5,61.0,1013.6,11.7
2025-02-14,134.80123042505593,716.2479166666667,2.6133333333333333,22.270416666666666,80.37833333333333,6.680833333333333,41.6425,92.5725,6.742083333333333,24.6,70.0,1011.6,11.3
2025-02-15,126.75788590604024,497.61875000000003,1.3466666666666667,13.29,77.93249999999999,4.40375,33.43083333333333,79.58916666666667,3.998333333333333,24.9,67.0,1011.8,10.3
2025-02-16,115.19574944071591,553.1104166666667,1.4275,14.780000000000001,74.41666666666667,5.013333333333334,30.308333333333334,62.85583333333333,4.2683333333333335,25.3,60.0,1014.1,7.2
2025-02-17,312.2626126126126,3793.4779166666667,19.197916666666668,105.95958333333333,104.53958333333333,27.602083333333336,261.865,332.21625,29.990416666666665,25.4,62.0,1014.2,9.3
2025-02-18,111.0072445561139,1068.95,6.925416666666667,30.1275,49.70291666666666,9.4225,39.564166666666665,72.98416666666667,10.4725,25.6,60.0,1011.8,14.9
2025-02-19,106.17815995525729,470.36083333333335,0.8562500000000001,10.585,71.67458333333333,4.71625,29.212083333333336,55.55916666666667,3.4895833333333335,25.7,45.0,1013.1,6.9
2025-02-20,179.17069722514927,2346.7937500000003,16.52875,71.13708333333334,75.36874999999999,20.527916666666666,110.05916666666667,164.195,22.222916666666666,24.5,43.0,1016.1,5.4
2025-02-21,349.94793543543545,5787.849999999999,45.21416666666667,189.15625,19.95875,45.388749999999995,299.8929166666667,395.97749999999996,56.93416666666667,23.5,51.0,1016.9,7.6
2025-02-22,240.28040540540542,2304.2370833333334,4.8812500000000005,67.03916666666667,127.31541666666668,26.737083333333334,190.13750000000002,248.86208333333332,24.759583333333335,23.0,78.0,1016.1,6.8
2025-02-23,177.05760449596065,1358.2304166666665,3.080416666666667,37.33625,69.59208333333333,11.166666666666666,105.96666666666665,133.55541666666667,8.879166666666666,23.4,79.0,1016.1,6.6
2025-02-24,183.2426282051282,2446.6520833333334,25.762916666666666,64.0625,23.074583333333337,24.472916666666666,117.94541666666667,151.02166666666668,20.704583333333332,24.4,64.0,1016.5,5.7
2025-02-25,289.18663663663665,4005.431666666667,34.275416666666665,112.25708333333334,61.01291666666666,26.802083333333332,239.48833333333334,290.55583333333334,30.868750000000002,24.1,71.0,1016.0,7.3
2025-02-26,161.76704864769934,1883.3870833333333,26.263333333333335,40.83583333333333,22.050833333333333,15.264583333333334,76.35291666666667,99.69333333333333,16.86583333333333,23.8,80.0,1013.4,10.4
2025-02-27,74.21103361945637,543.515,1.1616666666666666,15.88,53.107499999999995,6.237916666666667,23.137083333333333,48.71041666666667,4.39375,24.3,72.0,1011.6,15.5
2025-02-28,191.54811557788943,390.80791666666664,0.6120833333333333,8.434583333333334,101.5675,3.2845833333333334,18.85125,55.50833333333333,2.2708333333333335,23.5,72.0,1012.8,9.3
2025-03-01,204.40301633298208,455.47791666666666,0.61375,11.333333333333334,108.36208333333333,4.385416666666667,25.075,64.87083333333334,3.297916666666667,23.0,70.0,1012.7,9.2
2025-03-02,189.01398659966503,1139.3220833333332,4.953333333333333,33.52333333333333,100.53833333333334,14.4,59.490833333333335,102.54208333333334,8.935,24.1,68.0,1013.5,12.2
2025-03-03,181.41980737018426,509.0233333333333,0.5370833333333334,13.592500000000001,97.45416666666667,6.528333333333333,42.59875,134.26916666666668,4.660416666666666,24.0,20.0,1017.6,7.6
2025-03-04,170.73811907270812,2430.795833333333,9.81875,84.33083333333333,81.46541666666667,33.71666666666667,93.7275,140.31375,34.28333333333333,23.1,35.0,1017.7,8.2
2025-03-05,500.0,694.27,0.0,16.11,94.41,17.64,29.27,54.33,17.99,25.1,58.0,1014.1,8.8
2025-03-06,,,,,,,,,,26.3,53.0,1011.1,7.7
2025-03-07,239.18805327066192,3651.6191304347826,32.34217391304348,104.07217391304347,80.06217391304348,22.855217391304347,189.03521739130431,246.8778260869565,34.479565217391304,28.4,39.0,1008.5,9.8
2025-03-08,123.82870603015076,990.7879166666667,4.4383333333333335,29.94458333333333,72.0175,12.0575,44.77125,84.25583333333333,13.407499999999999,28.6,43.0,1010.4,8.0
2025-03-09,223.14590358271866,2562.9204166666664,9.553333333333333,74.12833333333333,126.32875,20.16375,169.79208333333335,218.00083333333336,29.49,28.3,43.0,1012.4,8.2
2025-03-10,154.2393440463646,1647.5120833333333,13.460416666666667,48.64625,37.60208333333333,12.487499999999999,61.77375,95.57791666666667,20.377916666666668,27.4,52.0,1012.6,8.1
2025-03-11,197.87808658236742,2946.2175,26.881249999999998,83.16791666666667,65.08083333333333,18.453333333333333,146.29041666666666,187.3970833333333,28.010833333333334,27.2,62.0,1010.3,9.6
2025-03-12,91.63004291845493,694.5524999999999,4.05375,20.173750000000002,59.26166666666666,5.99125,31.42,60.20541666666667,6.165416666666666,28.0,62.0,1008.5,12.3
2025-03-13,124.20922818791946,522.6529166666667,1.4283333333333335,13.449583333333335,77.1575,4.685416666666667,28.761666666666667,63.01541666666666,4.044583333333334,27.3,60.0,1008.7,13.9
2025-03-14,155.4403685092127,469.1075,0.8654166666666666,11.180416666666666,86.90333333333332,3.660833333333333,24.947916666666668,67.78375,3.370416666666667,27.0,48.0,1011.4,10.3
2025-03-15,208.2898182297155,773.2708333333334,2.845,21.73,112.08791666666667,10.579166666666667,36.60916666666667,86.69791666666667,10.362499999999999,26.6,42.0,1012.7,9.0
2025-03-16,185.49185510887773,903.4470833333334,3.0695833333333336,27.182083333333335,99.10791666666667,11.296666666666667,49.40083333333333,122.26333333333334,13.325000000000001,26.3,48.0,1013.1,8.8
2025-03-17,154.675,1326.52125,7.854166666666667,40.82083333333333,74.64708333333333,11.149166666666666,62.6175,129.95916666666668,16.85375,25.4,64.0,1012.1,8.3
2025-03-18,121.13350083752094,1080.91,7.512083333333333,31.02,70.98916666666666,8.910833333333333,43.67666666666667,84.02041666666666,9.757083333333334,25.8,67.0,1012.9,10.8
2025-03-19,136.66065436241615,441.84875000000005,0.8166666666666668,12.197083333333333,80.94375000000001,4.882083333333333,20.132083333333334,52.67541666666667,3.8470833333333334,26.2,69.0,1014.3,10.5
2025-03-20,144.6944071588367,554.2233333333334,1.3391666666666666,16.507083333333334,83.38666666666667,6.338333333333334,25.83458333333333,57.73458333333334,5.0575,26.8,63.0,1014.9,9.3
2025-03-21,175.04906919564453,1971.70125,12.330833333333333,59.53916666666667,93.14666666666666,14.714583333333332,102.07666666666667,148.63,15.799999999999999,26.8,63.0,1013.0,9.5
2025-03-22,153.89937185929648,555.1970833333334,1.7416666666666665,16.39875,86.27749999999999,4.87125,23.272499999999997,53.062916666666666,5.01375,27.8,51.0,1013.3,10.3
2025-03-23,158.22893634840875,523.2091666666666,1.3808333333333334,14.971666666666666,88.03583333333334,5.261666666666667,24.525833333333335,53.442499999999995,5.382083333333333,27.5,48.0,1012.6,11.8
2025-03-24,162.7052135678392,501.3754166666667,1.0641666666666667,14.0525,89.85374999999999,5.746666666666666,23.955,44.61041666666667,5.44,25.8,74.0,1009.1,11.5
2025-03-25,148.51739373601788,392.75500000000005,0.6104166666666667,8.8075,84.54916666666666,4.169583333333334,26.16208333333333,55.63791666666666,3.06375,25.9,67.0,1007.7,14.0
2025-03-26,180.96633165829147,290.39,0.0,3.9,97.27,3.52,27.25,66.23,1.41,26.9,36.0,1010.5,11.2
2025-03-27,216.25843679846062,697.0313043478261,1.3656521739130434,23.041304347826088,119.72652173913043,12.871304347826088,24.758695652173916,64.29,9.670434782608694,26.4,20.0,1012.2,8.5
2025-03-28,192.46327470686768,2076.4283333333333,5.960416666666667,73.23708333333333,101.93916666666667,27.388333333333335,83.82666666666667,113.63541666666667,27.817916666666665,26.7,29.0,1011.5,8.7
2025-03-29,261.1571917808219,1845.0024999999998,4.651666666666666,54.56875,162.76583333333335,28.605416666666667,123.1425,169.84083333333334,24.755,26.5,44.0,1011.3,9.2
2025-03-30,218.20242360379348,580.79,0.0,12.85,121.59,9.54,52.51,76.17,13.43,26.2,66.0,1010.5,8.0
2025-03-31,,,,,,,,,,27.3,59.0,1008.9,7.5
2025-04-01,,,,,,,,,,27.2,63.0,1008.8,7.2
2025-04-02,,,,,,,,,,27.5,64.0,1010.6,9.4
2025-04-03,,,,,,,,,,27.9,63.0,1011.6,8.6
2025-04-04,266.07411921015256,1863.106956521739,4.8539130434782605,55.15304347826087,167.4791304347826,28.91608695652174,125.94217391304348,173.56565217391307,24.553478260869564,28.9,55.0,1010.5,12.1
2025-04-05,218.20242360379348,580.79,0.0,12.85,121.59,9.54,52.51,76.17,13.43,30.4,42.0,1008.8,15.6
2025-04-06,175.1563469521521,110.8691304347826,0.003913043478260869,0.07695652173913044,94.9104347826087,0.3808695652173913,16.633478260869566,45.509565217391305,0.01391304347826087,28.8,59.0,1008.6,12.7
2025-04-07,106.5974552572707,109.765,0.00375,0.08083333333333334,71.80208333333333,0.37125,18.596666666666668,51.85916666666666,0.0,27.9,74.0,1010.1,8.8
2025-04-08,72.59415618448635,111.64333333333333,0.004166666666666667,0.08666666666666667,61.10708333333333,0.29125,20.74625,71.80624999999999,0.0,27.7,77.0,1008.9,10.9
2025-04-09,500.0,109.89416666666666,0.00375,0.06874999999999999,65.01625,0.21708333333333332,15.081666666666665,54.24875,0.0,27.7,78.0,1005.1,11.5
2025-04-10,89.9881289308176,121.65125,0.00375,0.06916666666666667,66.75125,0.27791666666666665,19.69625,70.05,0.0,28.1,75.0,1003.0,11.4
2025-04-11,119.16124161073827,128.62375,0.004166666666666667,0.08833333333333333,75.6225,0.51125,30.5975,109.17125,0.0,29.6,64.0,1006.3,11.5
2025-04-12,101.77692953020134,124.92041666666667,0.004166666666666667,0.08791666666666666,70.33624999999999,0.445,26.652916666666666,84.62041666666666,0.0,28.5,75.0,1009.4,14.6
2025-04-13,79.06371602288984,123.34708333333333,0.004583333333333333,0.075,61.74,0.30125,25.44458333333333,69.95291666666667,0.0,28.4,76.0,1008.4,16.4
