date,aqi_index,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,humidity,pressure,wind_speed,day_of_week,month,season,is_weekend,aqi_lag_1,aqi_lag_2,aqi_lag_7,aqi_3day_avg,aqi_7day_avg,aqi_30day_avg,temp_humidity_interaction,pressure_wind_interaction,pm25_pm10_ratio,co_no2_ratio
2024-10-26,4.0,831.125,0.01,31.015,29.68,6.59,49.635000000000005,106.785,6.05,30.1,68.0,1010.2,15.6,5,10,4,1,4.0,4.0,4.0,4.0,4.0,4.0,2046.8000000000002,15759.12,0.46481246930924325,26.797516466306092
2024-10-27,4.458333333333333,1249.4725,8.148333333333333,43.04833333333334,46.8525,8.285833333333333,69.72166666666666,163.20000000000002,10.784166666666666,29.9,70.0,1008.1,10.9,6,10,4,1,4.0,4.0,4.0,4.229166666666666,4.229166666666666,4.229166666666666,2093.0,10988.29,0.4272160921534961,29.02487446610691
2024-10-28,4.666666666666667,903.1691666666668,3.4483333333333337,34.63041666666667,54.56958333333333,6.695416666666667,78.46458333333334,205.03583333333333,7.89375,29.3,79.0,1006.7,12.9,0,10,4,0,4.458333333333333,4.0,4.0,4.375,4.375,4.375,2314.7000000000003,12986.43,0.38268717070095637,26.080227370055884
2024-10-29,4.75,731.5475,2.2216666666666667,26.96,68.11208333333333,6.65125,80.62041666666666,265.6379166666667,6.015416666666667,28.6,81.0,1008.4,13.1,1,10,4,0,4.666666666666667,4.458333333333333,4.0,4.625,4.46875,4.46875,2316.6,13210.039999999999,0.3034973974153511,27.134550180469205
2024-10-30,4.916666666666667,638.22625,0.9308333333333332,22.410833333333333,69.89375,5.12125,72.21791666666667,231.90166666666667,4.8425,28.2,83.0,1010.6,14.2,2,10,4,0,4.75,4.666666666666667,4.0,4.777777777777779,4.558333333333334,4.558333333333334,2340.6,14350.52,0.3114161161207001,28.478468963144213
2024-10-31,4.333333333333333,1428.0483333333334,16.008333333333333,43.65416666666667,43.77791666666667,12.53625,79.83375,199.29958333333332,14.490416666666668,28.1,79.0,1012.7,11.2,3,10,4,0,4.916666666666667,4.75,4.0,4.666666666666667,4.520833333333333,4.520833333333333,2219.9,11342.24,0.4005715830619904,32.712760537266156
2024-11-01,3.9583333333333335,1154.0645833333333,9.19,34.251666666666665,61.14416666666667,9.444166666666666,61.93625,138.0575,11.3375,28.8,71.0,1013.3,13.8,4,11,4,0,4.333333333333333,4.916666666666667,4.0,4.402777777777778,4.440476190476191,4.440476190476191,2044.8,13983.54,0.4486264748483315,33.69367572302052
2024-11-02,3.333333333333333,536.9770833333333,0.875,16.173333333333336,79.27458333333333,4.09625,36.70666666666667,95.94291666666668,4.21625,28.2,80.0,1012.4,13.6,5,11,4,1,3.9583333333333335,4.333333333333333,4.0,3.875,4.345238095238096,4.302083333333333,2256.0,13768.64,0.38258860121594596,33.201383973533545
2024-11-03,3.875,1468.1025,8.709999999999999,48.81,38.711666666666666,10.9325,61.92291666666667,112.91708333333334,15.2575,27.1,83.0,1013.0,9.0,6,11,4,1,3.333333333333333,3.9583333333333335,4.458333333333333,3.722222222222222,4.261904761904762,4.25462962962963,2249.3,9117.0,0.5483928055020361,30.077903501784398
2024-11-04,4.291666666666667,2070.585833333333,10.41625,70.90208333333334,54.81583333333333,23.55625,110.91083333333334,171.35541666666666,20.42,27.4,74.0,1012.5,10.3,0,11,4,0,3.875,3.333333333333333,4.666666666666667,3.8333333333333335,4.208333333333334,4.258333333333334,2027.6,10428.75,0.6472560648714671,29.203455057806877
2024-11-05,4.083333333333333,2060.8508333333334,23.926666666666662,48.49958333333333,40.605,14.619166666666668,92.49708333333332,133.0025,18.285,27.2,71.0,1013.9,9.5,1,11,4,0,4.291666666666667,3.875,4.75,4.083333333333333,4.113095238095238,4.242424242424242,1931.2,9632.05,0.6954537143127355,42.49213393602076
2024-11-06,3.6666666666666665,1287.5795833333334,8.438749999999999,37.196666666666665,61.24375,11.177916666666668,62.55291666666667,90.24083333333334,12.31875,27.6,72.0,1015.0,11.0,2,11,4,0,4.083333333333333,4.291666666666667,4.916666666666667,4.013888888888889,3.9345238095238093,4.194444444444445,1987.2,11165.0,0.693177508040401,34.615455203455824
2024-11-07,3.125,665.2070833333333,0.7958333333333334,22.35291666666667,62.39124999999999,6.185416666666666,38.57083333333333,75.77791666666667,6.055416666666667,28.0,80.0,1013.7,14.3,3,11,4,0,3.6666666666666665,4.083333333333333,4.333333333333333,3.625,3.761904761904762,4.112179487179487,2240.0,14495.910000000002,0.5089983272303608,29.759295553855583
2024-11-08,3.0416666666666665,582.87375,0.7429166666666666,19.510416666666668,62.00333333333333,5.582916666666667,33.40208333333333,67.31625,5.347916666666666,27.9,78.0,1013.2,11.9,4,11,4,0,3.125,3.6666666666666665,3.9583333333333335,3.2777777777777772,3.630952380952381,4.035714285714286,2176.2,12057.080000000002,0.4961964286058256,29.87500113828077
2024-11-09,3.0,497.20208333333335,0.5279166666666667,14.2875,67.17375,4.6000000000000005,29.96666666666667,62.33916666666667,3.9879166666666666,27.2,78.0,1013.9,11.2,5,11,4,1,3.0416666666666665,3.125,3.333333333333333,3.055555555555556,3.583333333333333,3.966666666666667,2121.6,11355.679999999998,0.48070366975223705,34.7997934231699
