timestamp,aqi_index,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,humidity,pressure,wind_speed,wind_deg,clouds,uvi
2024-11-07 19:00:00+00:00,,,,,,,,,,27.9,78.0,1013.2,11.9,,,
2024-11-08 11:00:00+00:00,3.0,433.92,1.73,12.0,78.68,4.53,25.86,60.5,2.85,,,,,,,
2024-11-08 12:00:00+00:00,3.0,460.62,1.06,15.25,70.81,4.47,25.61,59.72,2.94,,,,,,,
2024-11-08 13:00:00+00:00,3.0,534.06,0.11,22.28,58.65,4.95,26.44,60.24,3.32,,,,,,,
2024-11-08 14:00:00+00:00,3.0,567.44,0.0,24.33,53.64,5.19,27.57,61.1,3.67,,,,,,,
2024-11-08 15:00:00+00:00,3.0,540.73,0.0,21.25,55.79,5.36,29.21,62.88,4.31,,,,,,,
2024-11-08 16:00:00+00:00,3.0,781.06,0.0,31.19,43.27,7.21,37.74,74.3,8.36,,,,,,,
2024-11-08 17:00:00+00:00,3.0,974.66,0.02,39.07,31.11,8.34,46.37,85.29,11.78,,,,,,,
2024-11-08 18:00:00+00:00,4.0,1041.41,0.03,40.1,28.97,8.58,50.86,90.53,12.92,,,,,,,
2024-11-08 19:00:00+00:00,3.0,961.3,0.01,37.01,31.83,7.45,47.94,85.1,10.77,27.2,78.0,1013.9,11.2,,,
2024-11-08 20:00:00+00:00,3.0,754.36,0.0,30.5,38.98,5.72,40.6,72.93,6.71,,,,,,,
2024-11-08 21:00:00+00:00,3.0,554.08,0.0,19.88,51.5,4.41,36.15,64.82,4.37,,,,,,,
2024-11-08 22:00:00+00:00,3.0,460.62,0.0,12.68,60.8,3.93,34.84,61.39,3.8,,,,,,,
2024-11-08 23:00:00+00:00,3.0,447.27,0.0,10.28,64.37,3.99,33.89,59.91,3.99,,,,,,,
2024-11-09 00:00:00+00:00,3.0,467.3,0.0,10.28,65.09,4.35,33.1,59.62,4.37,,,,,,,
2024-11-09 01:00:00+00:00,3.0,520.71,0.0,12.68,64.37,5.07,33.39,61.62,4.94,,,,,,,
2024-11-09 02:00:00+00:00,3.0,620.84,0.0,18.16,61.51,5.96,34.62,65.39,5.89,,,,,,,
2024-11-09 03:00:00+00:00,3.0,881.2,0.65,31.87,50.78,7.75,40.04,74.5,8.87,,,,,,,
2024-11-09 04:00:00+00:00,3.0,547.41,1.51,17.14,70.81,6.14,27.24,60.4,4.24,,,,,,,
2024-11-09 05:00:00+00:00,3.0,500.68,2.24,14.39,77.25,5.48,26.24,59.1,3.89,,,,,,,
2024-11-09 06:00:00+00:00,3.0,453.95,1.93,10.88,85.83,5.07,26.81,59.76,3.7,,,,,,,
2024-11-09 07:00:00+00:00,3.0,383.85,1.33,7.37,91.55,4.11,26.54,59.11,2.79,,,,,,,
2024-11-09 08:00:00+00:00,3.0,350.48,1.08,5.83,91.55,3.58,26.05,58.39,2.12,,,,,,,
2024-11-09 09:00:00+00:00,3.0,337.12,1.01,5.48,88.69,3.13,25.34,57.47,1.73,,,,,,,
2024-11-09 10:00:00+00:00,3.0,340.46,1.03,5.91,84.4,2.98,25.01,57.34,1.63,,,,,,,
2024-11-09 11:00:00+00:00,3.0,360.49,1.09,7.63,77.96,3.25,25.41,57.97,1.82,,,,,,,
2024-11-09 12:00:00+00:00,3.0,387.19,0.72,10.37,71.53,3.34,25.38,58.18,2.01,,,,,,,
2024-11-09 13:00:00+00:00,3.0,447.27,0.08,15.77,62.23,3.81,25.96,58.74,2.41,,,,,,,
2024-11-09 14:00:00+00:00,3.0,480.65,0.0,17.99,57.94,4.17,26.68,59.43,2.82,,,,,,,
2024-11-09 15:00:00+00:00,3.0,467.3,0.0,16.11,60.08,4.29,27.66,60.31,3.42,,,,,,,
2024-11-09 16:00:00+00:00,3.0,467.3,0.0,14.57,61.51,4.77,28.82,61.76,4.02,,,,,,,
2024-11-09 17:00:00+00:00,3.0,433.92,0.0,12.0,64.37,4.71,28.64,61.53,3.89,,,,,,,
2024-11-09 18:00:00+00:00,3.0,407.22,0.0,10.11,67.23,4.41,28.07,60.91,3.61,,,,,,,
2024-11-09 19:00:00+00:00,3.0,607.49,0.0,19.19,55.79,4.83,33.74,68.29,5.95,27.2,77.0,1014.4,11.5,,,
2024-11-09 20:00:00+00:00,3.0,667.57,0.0,24.68,47.21,4.65,35.1,68.95,5.51,,,,,,,
2024-11-09 21:00:00+00:00,3.0,627.52,0.0,21.76,47.92,4.65,35.1,67.76,5.0,,,,,,,
2024-11-09 22:00:00+00:00,3.0,594.14,0.0,17.48,52.21,4.83,36.52,68.98,5.32,,,,,,,
2024-11-09 23:00:00+00:00,3.0,580.79,0.0,15.25,54.36,5.07,37.74,70.63,5.76,,,,,,,
2024-11-10 00:00:00+00:00,3.0,607.49,0.0,15.42,52.93,5.54,39.59,73.68,6.33,,,,,,,
2024-11-10 01:00:00+00:00,3.0,694.27,0.0,18.85,49.35,6.44,43.25,78.53,7.28,,,,,,,
2024-11-10 02:00:00+00:00,3.0,814.44,0.0,25.7,43.99,7.09,46.65,83.91,8.11,,,,,,,
2024-11-10 03:00:00+00:00,4.0,1148.22,1.47,41.81,30.04,8.58,54.4,96.78,11.4,,,,,,,
2024-11-10 04:00:00+00:00,4.0,1228.33,8.27,42.84,34.69,8.58,50.36,95.32,11.15,,,,,,,
2024-11-10 05:00:00+00:00,3.0,1134.87,10.06,37.36,48.64,8.11,45.34,91.67,10.39,,,,,,,
2024-11-10 06:00:00+00:00,3.0,787.73,5.76,23.99,71.53,6.85,39.14,86.9,7.79,,,,,,,
2024-11-10 07:00:00+00:00,3.0,370.5,1.38,7.2,88.69,3.99,29.9,78.65,2.44,,,,,,,
2024-11-10 08:00:00+00:00,3.0,333.79,1.01,5.36,88.69,3.34,28.91,80.4,1.68,,,,,,,
2024-11-10 09:00:00+00:00,3.0,327.11,0.96,5.27,87.26,3.07,28.75,81.89,1.44,,,,,,,
2024-11-10 10:00:00+00:00,3.0,333.79,1.03,5.91,82.97,3.01,29.15,84.93,1.44,,,,,,,
2024-11-10 11:00:00+00:00,3.0,347.14,1.03,7.37,77.25,3.19,29.72,87.61,1.61,,,,,,,
2024-11-10 12:00:00+00:00,3.0,363.83,0.63,9.68,71.53,3.13,29.74,85.77,1.71,,,,,,,
2024-11-10 13:00:00+00:00,3.0,413.89,0.06,14.05,65.09,3.37,30.26,85.09,1.95,,,,,,,
2024-11-10 14:00:00+00:00,3.0,433.92,0.0,15.42,63.66,3.58,31.36,86.14,2.22,,,,,,,
2024-11-10 15:00:00+00:00,3.0,427.25,0.0,13.71,65.8,3.78,33.13,88.37,2.69,,,,,,,
2024-11-10 16:00:00+00:00,3.0,433.92,0.0,12.51,67.95,4.23,35.33,91.27,3.2,,,,,,,
2024-11-10 17:00:00+00:00,3.0,413.89,0.0,10.62,70.1,4.23,36.74,92.62,3.07,,,,,,,
2024-11-10 18:00:00+00:00,3.0,403.88,0.0,9.51,71.53,4.11,37.9,94.33,2.91,,,,,,,
2024-11-10 19:00:00+00:00,4.0,620.84,0.0,19.19,60.08,4.83,45.18,103.29,5.64,27.2,78.0,1013.6,10.7,,,
2024-11-10 20:00:00+00:00,4.0,680.92,0.0,24.68,50.78,4.71,47.17,105.32,5.32,,,,,,,
2024-11-10 21:00:00+00:00,4.0,714.3,0.0,25.36,49.35,5.78,50.58,111.75,6.08,,,,,,,
2024-11-10 22:00:00+00:00,4.0,734.33,0.0,22.62,52.93,6.62,55.2,120.18,6.97,,,,,,,
2024-11-10 23:00:00+00:00,4.0,720.98,0.0,20.22,53.64,6.79,57.79,123.88,7.35,,,,,,,
2024-11-11 00:00:00+00:00,4.0,714.3,0.0,19.36,52.93,6.97,59.35,126.07,7.54,,,,,,,
2024-11-11 01:00:00+00:00,4.0,807.76,0.0,23.31,47.92,7.99,63.37,131.32,8.49,,,,,,,
2024-11-11 02:00:00+00:00,4.0,1028.06,0.01,33.93,36.12,9.42,70.32,141.01,10.26,,,,,,,
2024-11-11 03:00:00+00:00,5.0,1762.39,6.71,59.63,9.66,12.99,91.81,168.46,17.73,,,,,,,
2024-11-11 04:00:00+00:00,5.0,2510.07,35.32,63.75,9.75,15.97,105.74,190.3,22.29,,,,,,,
2024-11-11 05:00:00+00:00,5.0,2536.77,40.23,63.06,18.95,15.97,99.15,193.7,22.04,,,,,,,
2024-11-11 06:00:00+00:00,5.0,1762.39,20.12,51.41,45.06,13.47,79.16,176.85,17.48,,,,,,,
2024-11-11 07:00:00+00:00,4.0,540.73,2.85,14.05,89.41,7.21,48.07,143.04,4.94,,,,,,,
2024-11-11 08:00:00+00:00,4.0,423.91,1.79,9.51,92.98,5.66,46.08,142.88,3.45,,,,,,,
2024-11-11 09:00:00+00:00,4.0,417.23,1.79,9.51,89.41,5.19,45.85,142.86,3.1,,,,,,,
2024-11-11 10:00:00+00:00,4.0,413.89,1.79,10.02,82.97,4.65,45.77,143.01,2.88,,,,,,,
2024-11-11 11:00:00+00:00,4.0,423.91,1.65,11.48,75.82,4.59,45.59,142.74,2.88,,,,,,,
2024-11-11 12:00:00+00:00,4.0,440.6,0.96,14.57,68.66,4.47,45.51,142.64,2.91,,,,,,,
2024-11-11 13:00:00+00:00,4.0,507.35,0.09,20.73,59.37,4.77,46.13,142.24,3.26,,,,,,,
2024-11-11 14:00:00+00:00,4.0,534.06,0.0,21.93,57.22,4.95,46.82,142.05,3.55,,,,,,,
2024-11-11 15:00:00+00:00,4.0,507.35,0.0,18.68,61.51,5.13,47.96,142.76,4.12,,,,,,,
2024-11-11 16:00:00+00:00,4.0,494.0,0.0,16.28,65.09,5.48,49.22,143.96,4.75,,,,,,,
2024-11-11 17:00:00+00:00,4.0,453.95,0.0,13.37,68.66,5.36,48.91,143.07,4.5,,,,,,,
2024-11-11 18:00:00+00:00,4.0,433.92,0.0,11.48,72.24,5.01,48.18,140.53,4.12,,,,,,,
2024-11-11 19:00:00+00:00,4.0,694.27,0.0,23.31,58.65,5.72,55.48,147.17,7.54,27.4,75.0,1012.9,7.6,,,
2024-11-11 20:00:00+00:00,4.0,761.03,0.0,29.13,49.35,5.54,56.23,145.58,6.78,,,,,,,
2024-11-11 21:00:00+00:00,4.0,714.3,0.0,26.39,50.78,5.66,56.12,145.29,6.33,,,,,,,
2024-11-11 22:00:00+00:00,4.0,680.92,0.0,21.42,55.07,6.08,58.3,150.27,6.59,,,,,,,
2024-11-11 23:00:00+00:00,4.0,687.6,0.0,19.36,55.07,6.56,61.57,154.56,7.16,,,,,,,
2024-11-12 00:00:00+00:00,4.0,734.33,0.0,20.56,52.21,7.45,65.9,158.65,7.98,,,,,,,
2024-11-12 01:00:00+00:00,5.0,1001.36,0.0,29.82,40.77,9.89,77.56,170.75,10.39,,,,,,,
2024-11-12 02:00:00+00:00,5.0,1615.52,0.61,53.47,16.81,13.71,102.28,196.99,14.95,,,,,,,
2024-11-12 03:00:00+00:00,5.0,3364.56,39.34,72.66,1.05,21.93,167.42,274.55,29.39,,,,,,,
2024-11-12 04:00:00+00:00,5.0,5981.45,119.81,87.74,3.76,31.47,250.04,376.12,44.58,,,,,,,
2024-11-12 05:00:00+00:00,5.0,6408.69,134.11,104.19,8.85,31.47,251.04,385.62,46.1,,,,,,,
2024-11-12 06:00:00+00:00,5.0,4165.65,64.37,98.71,28.25,23.37,175.26,303.12,33.94,,,,,,,
2024-11-12 07:00:00+00:00,4.0,727.65,4.41,21.08,86.55,8.94,59.72,170.67,6.52,,,,,,,
2024-11-12 08:00:00+00:00,4.0,467.3,2.1,11.48,94.41,6.5,52.58,160.3,4.05,,,,,,,
2024-11-12 09:00:00+00:00,4.0,447.27,2.04,11.14,92.98,5.96,51.26,156.1,3.64,,,,,,,
2024-11-12 10:00:00+00:00,4.0,453.95,2.12,12.0,85.12,5.54,50.22,152.13,3.48,,,,,,,
2024-11-12 11:00:00+00:00,4.0,467.3,2.01,13.88,75.1,5.54,50.51,153.17,3.55,,,,,,,
2024-11-12 12:00:00+00:00,4.0,487.33,1.17,17.31,65.09,5.25,50.72,152.31,3.58,,,,,,,
2024-11-12 13:00:00+00:00,4.0,567.44,0.11,24.33,52.93,5.54,51.27,150.96,3.93,,,,,,,
2024-11-12 14:00:00+00:00,4.0,587.46,0.0,25.7,50.07,5.66,51.43,149.21,4.18,,,,,,,
2024-11-12 15:00:00+00:00,4.0,547.41,0.0,21.42,55.07,5.72,52.05,148.36,4.62,,,,,,,
2024-11-12 16:00:00+00:00,4.0,894.55,0.02,35.99,38.27,7.87,63.27,161.68,10.64,,,,,,,
2024-11-12 17:00:00+00:00,4.0,1148.22,0.14,46.61,21.28,9.42,73.92,175.19,15.07,,,,,,,
2024-11-12 18:00:00+00:00,5.0,1214.98,0.21,46.61,18.6,9.54,78.35,180.29,16.21,,,,,,,
2024-11-12 19:00:00+00:00,5.0,1148.22,0.14,44.55,20.74,8.46,75.42,174.06,13.93,26.9,67.0,1012.0,6.1,,,
2024-11-12 20:00:00+00:00,4.0,974.66,0.04,40.1,26.46,6.91,67.4,159.88,9.25,,,,,,,
2024-11-12 21:00:00+00:00,4.0,847.82,0.0,33.24,35.76,6.62,65.78,153.11,7.54,,,,,,,
2024-11-12 22:00:00+00:00,4.0,867.84,0.0,29.47,41.13,7.21,71.68,157.32,7.98,,,,,,,
2024-11-12 23:00:00+00:00,5.0,1001.36,0.0,30.5,38.62,8.7,82.76,166.75,9.75,,,,,,,
2024-11-13 00:00:00+00:00,5.0,1268.39,0.01,37.01,29.33,11.21,98.65,181.74,12.67,,,,,,,
2024-11-13 01:00:00+00:00,5.0,1815.8,0.71,54.84,11.44,15.74,125.83,208.18,17.73,,,,,,,
2024-11-13 02:00:00+00:00,5.0,2723.69,15.65,69.23,0.4,21.7,164.25,249.87,24.83,,,,,,,
2024-11-13 03:00:00+00:00,5.0,4646.3,69.74,78.83,0.71,31.47,239.62,338.42,40.02,,,,,,,
2024-11-13 04:00:00+00:00,5.0,7049.56,144.84,97.33,3.89,42.92,318.69,432.65,51.68,,,,,,,
2024-11-13 05:00:00+00:00,5.0,8224.49,164.51,131.61,9.83,48.64,359.7,480.36,57.76,,,,,,,
2024-11-13 06:00:00+00:00,5.0,6675.72,88.51,164.51,33.97,44.35,328.46,442.65,52.18,,,,,,,
2024-11-13 07:00:00+00:00,5.0,1054.76,5.03,30.16,110.15,14.9,77.06,145.62,9.25,,,,,,,
2024-11-13 08:00:00+00:00,4.0,567.44,1.82,13.19,127.32,8.7,56.82,113.78,4.88,,,,,,,
2024-11-13 09:00:00+00:00,4.0,494.0,1.58,11.82,124.45,6.91,53.72,110.92,3.89,,,,,,,
2024-11-13 10:00:00+00:00,4.0,654.22,3.1,20.56,101.57,7.03,59.99,131.41,5.76,,,,,,,
2024-11-13 11:00:00+00:00,4.0,894.55,5.31,33.59,70.81,7.87,68.66,157.23,8.61,,,,,,,
2024-11-13 12:00:00+00:00,4.0,1068.12,5.2,47.3,40.41,8.23,70.71,164.86,10.39,,,,,,,
2024-11-13 13:00:00+00:00,4.0,1348.5,5.42,67.17,6.71,9.06,71.19,162.72,11.78,,,,,,,
2024-11-13 14:00:00+00:00,4.0,1308.44,5.25,64.43,3.44,8.82,67.59,152.94,11.15,,,,,,,
2024-11-13 15:00:00+00:00,4.0,921.25,0.25,43.87,27.89,7.87,60.67,137.7,9.25,,,,,,,
2024-11-13 16:00:00+00:00,4.0,961.3,0.03,40.78,35.05,8.46,63.16,137.38,11.78,,,,,,,
2024-11-13 17:00:00+00:00,4.0,1201.63,0.12,49.35,22.35,9.66,72.22,145.79,16.21,,,,,,,
2024-11-13 18:00:00+00:00,5.0,1308.44,0.18,50.72,20.03,10.25,76.73,148.15,17.99,,,,,,,
2024-11-13 19:00:00+00:00,5.0,1361.85,0.38,54.15,17.34,9.89,76.38,144.32,16.97,26.8,58.0,1013.2,7.2,,,
2024-11-13 20:00:00+00:00,4.0,1321.79,0.59,55.52,13.05,8.82,70.42,132.33,12.79,,,,,,,
2024-11-13 21:00:00+00:00,4.0,1295.09,0.31,51.41,14.31,9.18,70.51,128.25,11.65,,,,,,,
2024-11-13 22:00:00+00:00,5.0,1295.09,0.05,44.55,22.71,9.78,75.88,131.79,11.53,,,,,,,
2024-11-13 23:00:00+00:00,5.0,1308.44,0.0,40.1,30.04,10.25,81.87,135.72,10.26,,,,,,,
2024-11-14 00:00:00+00:00,5.0,1348.5,0.0,38.73,31.11,11.32,87.02,140.4,9.12,,,,,,,
2024-11-14 01:00:00+00:00,5.0,1321.79,0.0,39.07,31.83,13.35,86.12,140.85,8.11,,,,,,,
2024-11-14 02:00:00+00:00,5.0,1682.28,0.24,55.52,18.6,16.93,99.03,158.34,10.89,,,,,,,
2024-11-14 03:00:00+00:00,5.0,2830.51,19.89,78.83,3.08,23.37,138.5,208.04,19.0,,,,,,,
2024-11-14 04:00:00+00:00,5.0,4753.11,76.0,94.59,7.42,33.86,199.41,282.23,30.91,,,,,,,
2024-11-14 05:00:00+00:00,5.0,6248.47,110.86,123.38,13.59,43.39,253.2,344.44,45.6,,,,,,,
2024-11-14 06:00:00+00:00,5.0,5928.04,77.78,154.91,34.33,47.68,263.49,354.86,51.17,,,,,,,
2024-11-14 07:00:00+00:00,4.0,1214.98,6.15,36.67,110.15,18.84,69.1,115.57,11.4,,,,,,,
2024-11-14 08:00:00+00:00,3.0,634.19,1.93,15.08,133.04,11.09,49.51,83.45,5.83,,,,,,,
2024-11-14 09:00:00+00:00,3.0,527.38,1.4,12.0,135.9,9.06,45.77,76.13,4.5,,,,,,,
2024-11-14 10:00:00+00:00,3.0,460.62,1.15,10.88,128.75,7.45,41.47,69.25,3.55,,,,,,,
2024-11-14 11:00:00+00:00,3.0,427.25,0.87,10.71,118.73,6.74,38.56,64.76,3.01,,,,,,,
2024-11-14 12:00:00+00:00,3.0,417.23,0.38,11.48,110.15,6.2,37.02,62.05,2.69,,,,,,,
2024-11-14 13:00:00+00:00,3.0,854.49,0.04,39.76,73.67,9.42,42.9,68.66,6.71,,,,,,,
2024-11-14 14:00:00+00:00,4.0,1441.96,0.24,75.4,27.18,12.76,53.37,84.16,12.79,,,,,,,
2024-11-14 15:00:00+00:00,4.0,1762.39,1.9,80.88,8.14,14.42,64.88,102.79,18.75,,,,,,,
2024-11-14 16:00:00+00:00,5.0,2296.45,11.4,80.2,1.31,17.88,90.29,135.17,28.63,,,,,,,
2024-11-14 17:00:00+00:00,5.0,3044.13,26.82,78.83,0.01,21.7,127.26,178.89,40.02,,,,,,,
2024-11-14 18:00:00+00:00,5.0,3578.19,37.1,79.51,0.0,23.84,159.64,214.92,47.12,,,,,,,
2024-11-14 19:00:00+00:00,5.0,3524.78,36.66,80.2,0.0,21.46,156.81,208.96,42.05,26.9,55.0,1013.6,7.7,,,
2024-11-14 20:00:00+00:00,5.0,2696.99,18.33,79.51,0.18,15.97,115.68,156.58,28.12,,,,,,,
2024-11-14 21:00:00+00:00,5.0,1789.09,1.2,65.12,14.66,12.64,81.75,112.71,19.0,,,,,,,
2024-11-14 22:00:00+00:00,4.0,1108.17,0.0,33.59,51.5,10.25,58.95,83.04,13.3,,,,,,,
2024-11-14 23:00:00+00:00,3.0,807.76,0.0,20.73,70.1,9.3,48.43,69.56,10.26,,,,,,,
2024-11-15 00:00:00+00:00,3.0,714.3,0.0,17.65,73.67,9.54,44.6,65.79,8.23,,,,,,,
2024-11-15 01:00:00+00:00,3.0,794.41,0.0,21.76,66.52,11.44,47.43,72.46,7.98,,,,,,,
2024-11-15 02:00:00+00:00,4.0,1161.58,0.0,37.36,48.64,15.02,61.7,94.61,11.15,,,,,,,
2024-11-15 03:00:00+00:00,5.0,2162.93,5.31,76.77,16.27,21.7,96.42,140.54,20.01,,,,,,,
2024-11-15 04:00:00+00:00,5.0,3631.59,45.6,97.33,12.16,31.47,138.55,192.11,31.92,,,,,,,
2024-11-15 05:00:00+00:00,5.0,4058.84,62.58,100.08,19.13,36.72,148.31,203.7,39.52,,,,,,,
2024-11-15 06:00:00+00:00,5.0,2990.72,33.97,86.37,43.99,34.33,123.23,175.34,33.44,,,,,,,
2024-11-15 07:00:00+00:00,3.0,754.36,3.32,20.22,108.72,12.52,49.82,83.39,7.73,,,,,,,
2024-11-15 08:00:00+00:00,3.0,494.0,1.38,10.2,124.45,8.58,43.65,72.97,4.24,,,,,,,
2024-11-15 09:00:00+00:00,3.0,460.62,1.22,9.51,124.45,7.75,41.58,69.52,3.64,,,,,,,
2024-11-15 10:00:00+00:00,3.0,433.92,1.1,9.42,117.3,6.85,38.75,65.24,3.13,,,,,,,
2024-11-15 11:00:00+00:00,3.0,417.23,0.87,9.68,110.15,6.26,36.46,62.06,2.75,,,,,,,
2024-11-15 12:00:00+00:00,3.0,413.89,0.41,10.88,104.43,5.84,35.44,60.47,2.53,,,,,,,
2024-11-15 13:00:00+00:00,3.0,594.14,0.03,23.31,87.26,8.58,37.63,63.17,4.37,,,,,,,
2024-11-15 14:00:00+00:00,3.0,747.68,0.0,34.27,67.23,9.78,38.8,66.65,6.27,,,,,,,
2024-11-15 15:00:00+00:00,3.0,747.68,0.0,33.93,59.37,9.18,38.82,69.97,7.41,,,,,,,
2024-11-15 16:00:00+00:00,3.0,720.98,0.0,30.16,58.65,8.94,39.65,73.27,8.36,,,,,,,
2024-11-15 17:00:00+00:00,3.0,627.52,0.0,23.65,65.09,8.23,38.57,72.48,7.79,,,,,,,
2024-11-15 18:00:00+00:00,3.0,560.76,0.0,19.02,71.53,7.45,36.86,70.16,6.9,,,,,,,
2024-11-15 19:00:00+00:00,3.0,627.52,0.0,21.93,67.23,6.68,37.72,70.7,7.16,26.7,67.0,1013.1,6.4,,,
2024-11-15 20:00:00+00:00,3.0,680.92,0.0,25.7,60.08,6.08,37.43,68.46,6.14,,,,,,,
2024-11-15 21:00:00+00:00,3.0,627.52,0.0,21.59,61.51,5.42,36.39,65.67,4.62,,,,,,,
2024-11-15 22:00:00+00:00,3.0,607.49,0.0,17.82,63.66,5.13,38.18,68.76,4.18,,,,,,,
2024-11-15 23:00:00+00:00,3.0,647.54,0.0,17.48,60.8,5.6,42.13,76.53,4.62,,,,,,,
2024-11-16 00:00:00+00:00,3.0,741.0,0.0,19.88,56.51,6.62,48.33,87.21,5.45,,,,,,,
2024-11-16 01:00:00+00:00,4.0,988.01,0.0,27.76,46.49,8.58,59.51,102.38,7.09,,,,,,,
2024-11-16 02:00:00+00:00,5.0,1388.55,0.02,44.55,31.11,10.97,75.19,121.62,10.26,,,,,,,
2024-11-16 03:00:00+00:00,5.0,2403.26,10.95,74.71,7.24,15.5,109.0,163.63,19.0,,,,,,,
2024-11-16 04:00:00+00:00,5.0,3952.03,58.11,85.68,9.21,21.22,151.96,215.95,28.63,,,,,,,
2024-11-16 05:00:00+00:00,5.0,4325.87,68.84,94.59,17.7,22.65,159.65,224.74,32.42,,,,,,,
2024-11-16 06:00:00+00:00,5.0,3017.43,32.19,83.63,47.21,19.07,121.82,180.86,26.6,,,,,,,
2024-11-16 07:00:00+00:00,3.0,554.08,2.12,12.85,104.43,6.44,38.79,92.72,3.99,,,,,,,
2024-11-16 08:00:00+00:00,3.0,377.18,0.92,6.51,114.44,4.53,33.6,90.39,2.18,,,,,,,
2024-11-16 09:00:00+00:00,3.0,373.84,0.89,6.6,115.87,4.53,32.37,88.13,2.09,,,,,,,
2024-11-16 10:00:00+00:00,3.0,433.92,1.37,10.54,110.15,6.02,32.48,87.69,2.94,,,,,,,
2024-11-16 11:00:00+00:00,3.0,494.0,1.68,15.08,95.84,6.85,34.07,92.17,3.67,,,,,,,
2024-11-16 12:00:00+00:00,3.0,520.71,1.05,19.19,81.54,6.38,35.37,97.07,3.77,,,,,,,
2024-11-16 13:00:00+00:00,4.0,667.57,0.1,30.5,62.94,6.74,37.75,101.24,4.62,,,,,,,
2024-11-16 14:00:00+00:00,4.0,801.09,0.0,39.76,46.49,7.15,40.75,104.91,6.02,,,,,,,
2024-11-16 15:00:00+00:00,4.0,834.47,0.0,39.41,43.63,7.21,43.35,108.13,7.35,,,,,,,
2024-11-16 16:00:00+00:00,4.0,854.49,0.0,37.01,45.42,7.87,45.79,111.14,8.74,,,,,,,
2024-11-16 17:00:00+00:00,4.0,821.11,0.0,32.22,50.78,8.11,45.99,111.03,8.87,,,,,,,
2024-11-16 18:00:00+00:00,4.0,814.44,0.0,29.47,54.36,8.23,46.89,111.7,8.74,,,,,,,
2024-11-16 19:00:00+00:00,4.0,921.25,0.0,33.93,50.07,7.87,50.61,115.8,8.74,26.7,68.0,1013.5,7.0,,,
2024-11-16 20:00:00+00:00,4.0,1308.44,0.02,49.35,32.9,8.11,63.6,127.26,7.47,,,,,,,
2024-11-16 21:00:00+00:00,5.0,1842.5,0.18,66.49,17.34,9.18,87.61,150.15,6.71,,,,,,,
2024-11-16 22:00:00+00:00,5.0,2136.23,0.29,71.29,11.27,9.54,107.47,167.0,6.21,,,,,,,
2024-11-16 23:00:00+00:00,5.0,2109.53,0.27,65.8,9.12,10.13,113.43,170.44,6.4,,,,,,,
2024-11-17 00:00:00+00:00,5.0,2056.12,0.55,60.32,5.9,11.92,115.76,173.43,6.97,,,,,,,
2024-11-17 01:00:00+00:00,5.0,1922.61,0.24,54.84,11.98,14.42,110.93,171.43,7.79,,,,,,,
2024-11-17 02:00:00+00:00,5.0,1922.61,0.09,55.52,18.6,17.64,107.05,172.72,10.26,,,,,,,
2024-11-17 03:00:00+00:00,5.0,2723.69,6.98,80.88,9.39,24.8,132.6,208.14,18.24,,,,,,,
2024-11-17 04:00:00+00:00,5.0,3952.03,33.53,101.45,17.7,34.81,168.12,255.0,27.87,,,,,,,
2024-11-17 05:00:00+00:00,5.0,4913.33,48.28,127.49,32.19,42.92,202.9,298.12,38.5,,,,,,,
2024-11-17 06:00:00+00:00,5.0,5447.39,37.1,159.03,70.1,50.07,246.49,347.32,45.6,,,,,,,
2024-11-17 07:00:00+00:00,5.0,2670.29,9.83,85.0,147.34,39.1,148.19,224.59,22.29,,,,,,,
2024-11-17 08:00:00+00:00,5.0,2616.88,6.82,82.94,197.41,35.76,181.97,259.9,19.76,,,,,,,
2024-11-17 09:00:00+00:00,5.0,2590.18,4.86,82.94,231.74,31.95,212.74,295.33,17.99,,,,,,,
2024-11-17 10:00:00+00:00,5.0,2136.23,3.05,70.6,228.88,23.84,193.26,271.93,14.69,,,,,,,
2024-11-17 11:00:00+00:00,5.0,1482.01,1.47,50.72,194.55,15.5,132.81,202.34,11.02,,,,,,,
2024-11-17 12:00:00+00:00,5.0,934.6,0.38,34.27,151.63,10.01,85.99,149.41,6.71,,,,,,,
2024-11-17 13:00:00+00:00,4.0,754.36,0.01,29.13,115.87,8.34,62.31,122.56,5.07,,,,,,,
2024-11-17 14:00:00+00:00,4.0,974.66,0.0,41.81,87.98,9.66,62.51,124.08,7.66,,,,,,,
2024-11-17 15:00:00+00:00,4.0,1201.63,0.0,49.35,70.81,11.44,68.86,132.66,11.78,,,,,,,
2024-11-17 16:00:00+00:00,5.0,1655.58,0.0,63.75,52.93,15.14,86.9,153.34,17.48,,,,,,,
2024-11-17 17:00:00+00:00,5.0,2483.37,0.04,91.85,29.33,21.22,129.31,199.56,24.32,,,,,,,
2024-11-17 18:00:00+00:00,5.0,3578.19,1.34,124.75,8.85,27.89,190.26,265.8,31.16,,,,,,,
2024-11-17 19:00:00+00:00,5.0,4592.9,10.95,141.2,0.5,30.52,243.97,325.35,34.45,27.2,53.0,1014.7,7.5,,,
2024-11-17 20:00:00+00:00,5.0,4699.71,20.34,132.98,0.0,27.18,244.3,326.51,29.89,,,,,,,
2024-11-17 21:00:00+00:00,5.0,4005.43,19.0,111.04,0.01,24.32,205.27,285.1,25.59,,,,,,,
